/* DATA DESCRIPTION:
Citation:	Fewkes, Ronald H; McFarland, William Douglas; Reinhart, W R (1980): Bulk on-board geochemistry of manganese nodules recovered for the DOMES, Sites A, B and C areas in the Pacific Ocean [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.878221, 
	RP8OC75-46-01 * LATITUDE: 9.345000 * LONGITUDE: -150.845000 * DATE/TIME: 1975-10-24T00:00:00 * ELEVATION: -5057.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-46-03 * LATITUDE: 9.316700 * LONGITUDE: -150.875000 * DATE/TIME: 1975-10-24T00:00:00 * ELEVATION: -4900.0 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-46-04 * LATITUDE: 9.396700 * LONGITUDE: -150.880000 * DATE/TIME: 1975-10-25T00:00:00 * ELEVATION: -4909.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-46-06 * LATITUDE: 9.400000 * LONGITUDE: -150.831700 * DATE/TIME: 1975-10-26T00:00:00 * ELEVATION: -5121.0 m * Recovery: 0.381 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-46-07 * LATITUDE: 9.326700 * LONGITUDE: -150.845000 * DATE/TIME: 1975-10-26T00:00:00 * ELEVATION: -5012.0 m * Recovery: 0.2286 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-46-08 * LATITUDE: 9.318300 * LONGITUDE: -150.840000 * DATE/TIME: 1975-10-26T00:00:00 * ELEVATION: -5108.0 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-46-09 * LATITUDE: 9.333300 * LONGITUDE: -150.806700 * DATE/TIME: 1975-10-27T00:00:00 * ELEVATION: -4745.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-47-11 * LATITUDE: 9.041700 * LONGITUDE: -151.176700 * DATE/TIME: 1975-10-28T00:00:00 * ELEVATION: -4951.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-47-12 * LATITUDE: 9.058300 * LONGITUDE: -151.185000 * DATE/TIME: 1975-10-28T00:00:00 * ELEVATION: -4907.0 m * Recovery: 0.381 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-47-13 * LATITUDE: 9.038300 * LONGITUDE: -151.186700 * DATE/TIME: 1975-10-28T00:00:00 * ELEVATION: -4938.0 m * Recovery: 0.254 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-47-14 * LATITUDE: 9.066700 * LONGITUDE: -151.236700 * DATE/TIME: 1975-10-28T00:00:00 * ELEVATION: -5007.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-47-15 * LATITUDE: 9.080000 * LONGITUDE: -151.185000 * DATE/TIME: 1975-10-28T00:00:00 * ELEVATION: -5012.0 m * Recovery: 0.4064 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-48-19 * LATITUDE: 8.275000 * LONGITUDE: -151.121700 * DATE/TIME: 1975-10-29T00:00:00 * ELEVATION: -4942.0 m * Recovery: 0.4318 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-48-20 * LATITUDE: 8.238300 * LONGITUDE: -151.238300 * DATE/TIME: 1975-10-30T00:00:00 * ELEVATION: -4942.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-48-21 * LATITUDE: 8.293000 * LONGITUDE: -151.220000 * DATE/TIME: 1975-10-30T00:00:00 * ELEVATION: -5097.0 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-48-22 * LATITUDE: 8.266700 * LONGITUDE: -151.188300 * DATE/TIME: 1975-10-30T00:00:00 * ELEVATION: -5014.0 m * Recovery: 0.508 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-48-24 * LATITUDE: 8.458300 * LONGITUDE: -150.778300 * DATE/TIME: 1975-10-31T00:00:00 * ELEVATION: -4927.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-49-25 * LATITUDE: 8.475000 * LONGITUDE: -150.741700 * DATE/TIME: 1975-10-31T00:00:00 * ELEVATION: -4905.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-49-26 * LATITUDE: 8.456700 * LONGITUDE: -150.836700 * DATE/TIME: 1975-10-31T00:00:00 * ELEVATION: -4872.0 m * Recovery: 0.4064 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-49-27 * LATITUDE: 8.503300 * LONGITUDE: -150.796700 * DATE/TIME: 1975-10-31T00:00:00 * ELEVATION: -4938.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-50-28 * LATITUDE: 8.695000 * LONGITUDE: -150.311700 * DATE/TIME: 1975-11-01T00:00:00 * ELEVATION: -4909.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-50-29 * LATITUDE: 8.730000 * LONGITUDE: -150.311700 * DATE/TIME: 1975-11-01T00:00:00 * ELEVATION: -4933.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-50-30 * LATITUDE: 8.685000 * LONGITUDE: -150.251700 * DATE/TIME: 1975-11-01T00:00:00 * ELEVATION: -4831.0 m * Recovery: 0.381 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-50-31 * LATITUDE: 8.690000 * LONGITUDE: -150.250000 * DATE/TIME: 1975-11-01T00:00:00 * ELEVATION: -4870.0 m * Recovery: 0.4318 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-50-32 * LATITUDE: 8.718300 * LONGITUDE: -150.235000 * DATE/TIME: 1975-11-02T00:00:00 * ELEVATION: -4852.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site A, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-51-33 * LATITUDE: 11.693300 * LONGITUDE: -139.183300 * DATE/TIME: 1975-11-04T00:00:00 * ELEVATION: -4785.0 m * Recovery: 0.254 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-51-34 * LATITUDE: 11.706700 * LONGITUDE: -139.180000 * DATE/TIME: 1975-11-04T00:00:00 * ELEVATION: -4828.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-51-35 * LATITUDE: 11.718300 * LONGITUDE: -139.148300 * DATE/TIME: 1975-11-04T00:00:00 * ELEVATION: -4817.0 m * Recovery: 0.5334 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-51-36 * LATITUDE: 11.728300 * LONGITUDE: -139.136700 * DATE/TIME: 1975-11-05T00:00:00 * ELEVATION: -4817.0 m * Recovery: 0.4318 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-52-37 * LATITUDE: 11.228300 * LONGITUDE: -139.165000 * DATE/TIME: 1975-11-05T00:00:00 * ELEVATION: -4778.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-52-38 * LATITUDE: 11.248300 * LONGITUDE: -139.090000 * DATE/TIME: 1975-11-05T00:00:00 * ELEVATION: -4835.0 m * Recovery: 0.381 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-52-40 * LATITUDE: 11.271700 * LONGITUDE: -139.070000 * DATE/TIME: 1975-11-06T00:00:00 * ELEVATION: -4765.0 m * Recovery: 0.5334 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-52-41 * LATITUDE: 11.225000 * LONGITUDE: -139.128300 * DATE/TIME: 1975-11-06T00:00:00 * ELEVATION: -4756.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-53-44 * LATITUDE: 11.721700 * LONGITUDE: -138.373300 * DATE/TIME: 1975-11-07T00:00:00 * ELEVATION: -4902.0 m * Recovery: 0.4191 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-53-45 * LATITUDE: 11.731700 * LONGITUDE: -138.370000 * DATE/TIME: 1975-11-07T00:00:00 * ELEVATION: -4887.0 m * Recovery: 0.4318 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-53-46 * LATITUDE: 11.738300 * LONGITUDE: -138.353300 * DATE/TIME: 1975-11-07T00:00:00 * ELEVATION: -4833.0 m * Recovery: 0.4953 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-54-47 * LATITUDE: 12.173300 * LONGITUDE: -137.735000 * DATE/TIME: 1975-11-08T00:00:00 * ELEVATION: -4833.0 m * Recovery: 0.4826 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-54-48 * LATITUDE: 12.183300 * LONGITUDE: -137.683300 * DATE/TIME: 1975-11-08T00:00:00 * ELEVATION: -4833.0 m * Recovery: 0.4064 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-54-49 * LATITUDE: 12.200000 * LONGITUDE: -137.745000 * DATE/TIME: 1975-11-08T00:00:00 * ELEVATION: -4942.0 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-54-50 * LATITUDE: 12.142000 * LONGITUDE: -137.767000 * DATE/TIME: 1975-11-08T00:00:00 * ELEVATION: -4978.0 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-54-51 * LATITUDE: 12.148300 * LONGITUDE: -137.743300 * DATE/TIME: 1975-11-08T00:00:00 * ELEVATION: -4837.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-54-52 * LATITUDE: 12.160000 * LONGITUDE: -137.706700 * DATE/TIME: 1975-11-09T00:00:00 * ELEVATION: -4855.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-55-53 * LATITUDE: 11.810000 * LONGITUDE: -137.471700 * DATE/TIME: 1975-11-09T00:00:00 * ELEVATION: -4765.0 m * Recovery: 0.3302 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-55-54 * LATITUDE: 11.846700 * LONGITUDE: -137.445000 * DATE/TIME: 1975-11-09T00:00:00 * ELEVATION: -4737.0 m * Recovery: 0.3302 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-55-55 * LATITUDE: 11.803300 * LONGITUDE: -137.438300 * DATE/TIME: 1975-11-09T00:00:00 * ELEVATION: -4759.0 m * Recovery: 0.4064 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-55-56 * LATITUDE: 11.810000 * LONGITUDE: -137.405000 * DATE/TIME: 1975-11-09T00:00:00 * ELEVATION: -4800.0 m * Recovery: 0.4572 m * LOCATION: DOMES Site B, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-57-57 * LATITUDE: 15.296700 * LONGITUDE: -125.921700 * DATE/TIME: 1975-11-13T00:00:00 * ELEVATION: -4438.0 m * Recovery: 0.4699 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-58-60 * LATITUDE: 15.296700 * LONGITUDE: -125.473300 * DATE/TIME: 1975-11-13T00:00:00 * ELEVATION: -4298.0 m * Recovery: 0.4191 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC75-58-61 * LATITUDE: 15.343000 * LONGITUDE: -125.447000 * DATE/TIME: 1975-11-13T00:00:00 * ELEVATION: -4414.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC7503 (RP-8-OC-75) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-1-6 * LATITUDE: 15.231700 * LONGITUDE: -125.973300 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4380.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-2-7 * LATITUDE: 15.241700 * LONGITUDE: -126.043300 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4539.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-3-8 * LATITUDE: 15.256700 * LONGITUDE: -125.988300 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4363.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-4-9 * LATITUDE: 15.243300 * LONGITUDE: -126.026700 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4490.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-5-10 * LATITUDE: 15.216700 * LONGITUDE: -125.931700 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4465.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-6-11 * LATITUDE: 15.181700 * LONGITUDE: -125.893300 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4442.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-7-12 * LATITUDE: 15.205000 * LONGITUDE: -125.868300 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4601.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-8-13 * LATITUDE: 15.206700 * LONGITUDE: -125.953300 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4367.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-9-14 * LATITUDE: 15.188300 * LONGITUDE: -126.025000 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4444.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-10-15 * LATITUDE: 15.190000 * LONGITUDE: -126.036700 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4516.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-11-16 * LATITUDE: 15.195000 * LONGITUDE: -126.065000 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4524.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-12-18 * LATITUDE: 15.193000 * LONGITUDE: -126.098000 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4451.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
	RP8OC76-13-19 * LATITUDE: 15.136700 * LONGITUDE: -126.106700 * DATE/TIME: 1976-10-01T00:00:00 * ELEVATION: -4481.0 m * LOCATION: DOMES Site C, Pacific Ocean * CAMPAIGN: RP8OC76 (RP-8-OC-76) * BASIS: Oceanographer * METHOD/DEVICE: Box corer (BC) (URI: http://en.wikipedia.org/wiki/Box_corer)
